trip_id,odometer_after_trip,recorded_at
TRP-00667,351827,2022-09-18 09:00
TRP-00668,324769,2022-09-20 11:23
TRP-00669,325036,2022-09-19 06:14
TRP-00670,303090,2022-09-18 13:06
TRP-00671,303202,2022-09-18 13:32
TRP-00672,283005,2022-09-18 14:15
TRP-00673,224851,2022-09-19 08:09
TRP-00674,169373,2022-09-18 15:59
TRP-00675,169522,2022-09-18 09:59
TRP-00676,352299,2022-09-21 08:15
TRP-00677,303314,2022-09-19 16:39
TRP-00678,303463,2022-09-19 08:49
TRP-00679,225065,2022-09-20 08:53
TRP-00680,352411,2022-09-20 19:48
TRP-00681,352625,2022-09-21 07:33
TRP-00682,325303,2022-09-21 11:04
TRP-00683,303575,2022-09-20 06:51
TRP-00684,283117,2022-09-20 07:21
TRP-00685,266051,2022-09-21 15:15
TRP-00686,186443,2022-09-21 13:07
TRP-00687,401507,2022-09-22 06:00
TRP-00688,352677,2022-09-21 17:20
TRP-00689,325452,2022-09-21 06:48
TRP-00690,303687,2022-09-21 12:32
TRP-00691,242688,2022-09-23 09:59
TRP-00692,242837,2022-09-21 08:41
TRP-00693,225332,2022-09-22 19:40
TRP-00694,169634,2022-09-21 08:11
TRP-00695,169880,2022-09-22 17:22
TRP-00696,377355,2022-09-23 11:29
TRP-00697,377407,2022-09-22 16:57
TRP-00698,325666,2022-09-23 16:47
TRP-00699,326138,2022-09-23 07:23
TRP-00700,283169,2022-09-22 12:36
TRP-00701,243309,2022-09-23 07:36
TRP-00702,186495,2022-09-22 06:12
TRP-00703,169992,2022-09-22 13:42
TRP-00704,377556,2022-09-23 18:50
TRP-00705,326256,2022-09-23 17:17
TRP-00706,326728,2022-09-24 19:37
TRP-00707,303933,2022-09-24 16:13
TRP-00708,304200,2022-09-24 13:44
TRP-00709,304312,2022-09-23 15:35
TRP-00710,304364,2022-09-23 10:36
TRP-00711,304416,2022-09-23 10:03
TRP-00712,283781,2022-09-25 06:30
TRP-00713,186967,2022-09-24 09:57
TRP-00714,170141,2022-09-23 09:14
TRP-00715,170253,2022-09-23 13:42
TRP-00716,401619,2022-09-24 18:21
TRP-00717,377770,2022-09-25 06:36
TRP-00718,326942,2022-09-25 14:40
TRP-00719,304888,2022-09-25 12:13
TRP-00720,305500,2022-09-26 07:28
TRP-00721,305649,2022-09-24 07:51
TRP-00722,284048,2022-09-25 08:49
TRP-00723,170402,2022-09-24 09:05
TRP-00724,171014,2022-09-26 08:21
TRP-00725,353149,2022-09-26 12:19
TRP-00726,327414,2022-09-26 11:05
TRP-00727,266163,2022-09-25 11:16
TRP-00728,243427,2022-09-25 08:19
TRP-00729,401731,2022-09-26 18:42
TRP-00730,353395,2022-09-27 15:20
TRP-00731,327563,2022-09-26 12:10
TRP-00732,306261,2022-09-28 11:30
TRP-00733,284160,2022-09-26 13:21
TRP-00734,243673,2022-09-27 14:00
TRP-00735,244285,2022-09-28 07:44
TRP-00736,244897,2022-09-28 14:47
TRP-00737,187079,2022-09-26 08:14
TRP-00738,187131,2022-09-26 17:48
TRP-00739,187243,2022-09-26 07:00
TRP-00740,171626,2022-09-28 11:07
TRP-00741,401843,2022-09-27 06:22
TRP-00742,377919,2022-09-27 18:07
TRP-00743,353507,2022-09-27 18:54
TRP-00744,353721,2022-09-28 07:11
TRP-00745,266275,2022-09-27 10:19
TRP-00746,266327,2022-09-27 15:33
TRP-00747,245009,2022-09-27 12:04
TRP-00748,225444,2022-09-27 06:47
TRP-00749,171872,2022-09-28 11:28
TRP-00750,378531,2022-09-30 14:35
TRP-00751,379143,2022-09-30 15:54
TRP-00752,353833,2022-09-28 10:57
TRP-00753,306410,2022-09-28 14:19
TRP-00754,284309,2022-09-28 07:03
TRP-00755,225916,2022-09-29 14:55
TRP-00756,226065,2022-09-28 06:32
TRP-00757,187855,2022-09-30 18:29
TRP-00758,172021,2022-09-28 17:02
TRP-00759,401992,2022-09-29 12:30
TRP-00760,379755,2022-10-01 13:12
TRP-00761,307022,2022-10-01 08:30
TRP-00762,307074,2022-09-29 14:31
TRP-00763,307223,2022-09-29 15:04
TRP-00764,284555,2022-09-30 17:16
TRP-00765,245481,2022-09-30 06:48
TRP-00766,379969,2022-10-02 10:38
TRP-00767,246093,2022-10-02 09:46
TRP-00768,226279,2022-10-01 12:58
TRP-00769,172073,2022-09-30 10:09
TRP-00770,172125,2022-09-30 08:47
TRP-00771,402464,2022-10-02 15:37
TRP-00772,402582,2022-10-01 06:47
TRP-00773,402828,2022-10-02 14:15
TRP-00774,188467,2022-10-03 13:38
TRP-00775,380236,2022-10-03 10:15
TRP-00777,266459,2022-10-02 07:33
TRP-00778,226751,2022-10-03 12:14
TRP-00779,327830,2022-10-04 13:47
TRP-00780,284801,2022-10-04 07:42
TRP-00781,266705,2022-10-04 07:02
TRP-00782,246565,2022-10-04 06:10
TRP-00783,226883,2022-10-03 12:34
TRP-00784,353965,2022-10-04 16:49
TRP-00785,354097,2022-10-04 17:12
TRP-00786,328076,2022-10-05 07:20
TRP-00787,284919,2022-10-04 12:02
TRP-00788,285051,2022-10-05 17:20
TRP-00789,266837,2022-10-04 07:18
TRP-00790,227495,2022-10-06 18:36
TRP-00791,172737,2022-10-06 14:28
TRP-00792,354215,2022-10-05 18:27
TRP-00793,307695,2022-10-06 07:52
TRP-00794,285663,2022-10-07 17:20
TRP-00795,247177,2022-10-07 15:38
TRP-00796,227627,2022-10-05 11:52
TRP-00797,188734,2022-10-06 07:25
TRP-00798,188980,2022-10-06 17:34
TRP-00799,172983,2022-10-06 15:58
TRP-00800,380708,2022-10-07 06:58
TRP-00801,266969,2022-10-06 16:28
TRP-00802,189112,2022-10-06 19:07
TRP-00803,189584,2022-10-07 14:15
TRP-00804,307941,2022-10-08 14:00
TRP-00805,247444,2022-10-08 16:43
TRP-00806,247916,2022-10-08 16:31
TRP-00807,248048,2022-10-07 16:19
TRP-00808,227873,2022-10-08 13:31
TRP-00809,403074,2022-10-09 08:19
TRP-00810,380954,2022-10-09 07:04
TRP-00811,381072,2022-10-08 07:39
TRP-00812,354461,2022-10-09 19:24
TRP-00813,328548,2022-10-09 12:45
TRP-00814,228345,2022-10-09 09:23
TRP-00815,381544,2022-10-10 07:50
TRP-00816,354728,2022-10-10 14:29
TRP-00817,308208,2022-10-10 12:13
TRP-00818,248520,2022-10-10 13:48
TRP-00819,248652,2022-10-09 18:42
TRP-00820,173595,2022-10-11 11:53
TRP-00821,173841,2022-10-10 13:03
TRP-00822,328680,2022-10-11 16:26
TRP-00823,308340,2022-10-10 07:15
TRP-00824,174087,2022-10-11 14:47
TRP-00825,308586,2022-10-12 14:33
TRP-00826,308832,2022-10-12 15:30
TRP-00827,285781,2022-10-11 13:36
TRP-00828,267215,2022-10-12 10:06
TRP-00829,267461,2022-10-12 15:49
TRP-00830,248898,2022-10-12 16:17
TRP-00831,228591,2022-10-12 12:04
TRP-00832,190196,2022-10-13 09:26
TRP-00833,381790,2022-10-13 07:15
TRP-00834,382057,2022-10-13 06:28
TRP-00835,382303,2022-10-13 16:56
TRP-00836,285913,2022-10-12 14:10
TRP-00837,267728,2022-10-13 15:21
TRP-00838,268340,2022-10-14 09:31
TRP-00839,249510,2022-10-14 13:35
TRP-00840,229203,2022-10-14 14:31
TRP-00841,229675,2022-10-13 12:11
TRP-00842,403546,2022-10-14 19:07
TRP-00843,382549,2022-10-14 18:17
TRP-00844,354860,2022-10-13 11:38
TRP-00845,309444,2022-10-15 10:20
TRP-00846,286180,2022-10-14 15:51
TRP-00847,286426,2022-10-14 19:00
TRP-00848,249982,2022-10-14 12:17
TRP-00849,250249,2022-10-14 06:55
TRP-00850,190463,2022-10-14 09:04
TRP-00851,403792,2022-10-15 09:33
TRP-00852,328947,2022-10-15 06:05
TRP-00853,309562,2022-10-14 13:29
TRP-00854,286693,2022-10-15 10:48
TRP-00855,268607,2022-10-15 11:46
TRP-00856,229921,2022-10-15 06:13
TRP-00857,190595,2022-10-14 19:07
TRP-00858,404059,2022-10-16 10:46
TRP-00859,382667,2022-10-15 18:03
TRP-00860,329419,2022-10-16 14:36
TRP-00861,309829,2022-10-16 12:38
TRP-00862,286825,2022-10-17 09:38
TRP-00863,287092,2022-10-16 09:52
TRP-00864,287210,2022-10-15 10:39
TRP-00865,250495,2022-10-16 08:01
TRP-00866,230533,2022-10-17 16:00
TRP-00867,190841,2022-10-16 09:35
TRP-00868,190973,2022-10-16 15:15
TRP-00869,174219,2022-10-15 07:47
TRP-00870,174486,2022-10-16 09:24
TRP-00871,355332,2022-10-17 08:09
TRP-00872,355599,2022-10-17 09:03
TRP-00873,329537,2022-10-16 13:20
TRP-00874,251107,2022-10-18 19:18
TRP-00875,230779,2022-10-17 06:11
TRP-00876,231025,2022-10-17 18:33
TRP-00877,174732,2022-10-17 07:20
TRP-00878,329783,2022-10-18 12:37
TRP-00879,287342,2022-10-17 16:48
TRP-00880,251239,2022-10-18 15:43
TRP-00881,251485,2022-10-18 13:27
TRP-00882,356071,2022-10-19 17:08
TRP-00883,330029,2022-10-19 12:10
TRP-00884,310075,2022-10-19 15:32
TRP-00885,287588,2022-10-19 15:43
TRP-00886,287834,2022-10-19 07:05
TRP-00887,231157,2022-10-18 15:00
TRP-00888,191585,2022-10-20 16:36
TRP-00889,192057,2022-10-19 08:52
TRP-00890,175204,2022-10-19 16:43
TRP-00891,404191,2022-10-21 15:24
TRP-00892,404323,2022-10-19 09:12
TRP-00893,383279,2022-10-21 10:41
TRP-00894,383397,2022-10-19 18:12
TRP-00896,330641,2022-10-21 15:11
TRP-00897,310687,2022-10-21 06:36
TRP-00898,310933,2022-10-20 09:06
TRP-00899,269219,2022-10-21 10:39
TRP-00900,251617,2022-10-20 09:41
TRP-00901,231289,2022-10-19 06:18
TRP-00902,192189,2022-10-19 15:14
TRP-00903,175816,2022-10-21 12:37
TRP-00904,176428,2022-10-21 18:48
TRP-00905,404935,2022-10-22 12:39
TRP-00906,405547,2022-10-22 11:02
TRP-00907,356543,2022-10-21 12:38
TRP-00908,311065,2022-10-20 06:18
TRP-00909,176900,2022-10-21 15:51
TRP-00910,177372,2022-10-21 17:03
TRP-00911,356810,2022-10-22 17:38
TRP-00912,311311,2022-10-22 14:44
TRP-00913,311783,2022-10-22 18:55
TRP-00914,231901,2022-10-23 10:42
TRP-00915,177844,2022-10-22 14:29
TRP-00916,177976,2022-10-22 10:59
TRP-00917,383869,2022-10-23 09:33
TRP-00918,384001,2022-10-22 08:07
TRP-00919,312395,2022-10-24 07:50
TRP-00920,312527,2022-10-22 11:05
TRP-00921,312794,2022-10-23 07:06
TRP-00922,312926,2022-10-22 07:43
TRP-00923,384247,2022-10-24 19:45
TRP-00924,384493,2022-10-24 15:40
TRP-00925,384739,2022-10-24 15:23
TRP-00926,313172,2022-10-24 10:23
TRP-00927,269351,2022-10-23 18:14
TRP-00928,251863,2022-10-24 17:08
TRP-00929,252130,2022-10-24 18:36
TRP-00930,232168,2022-10-24 14:17
TRP-00931,192435,2022-10-24 16:28
TRP-00932,178448,2022-10-24 10:33
TRP-00933,357056,2022-10-25 19:29
TRP-00934,357302,2022-10-25 14:41
TRP-00935,313304,2022-10-24 12:53
TRP-00936,313550,2022-10-25 13:37
TRP-00937,252376,2022-10-25 12:31
TRP-00938,192907,2022-10-25 15:31
TRP-00939,357569,2022-10-26 13:45
TRP-00940,330773,2022-10-25 07:02
TRP-00941,331040,2022-10-26 15:31
TRP-00942,331172,2022-10-25 07:38
TRP-00943,288080,2022-10-26 17:41
TRP-00944,252988,2022-10-27 16:34
TRP-00945,253460,2022-10-26 09:37
TRP-00946,232414,2022-10-26 09:18
TRP-00947,232681,2022-10-26 06:54
TRP-00948,178694,2022-10-26 12:16
TRP-00949,178812,2022-10-25 10:22
TRP-00950,384871,2022-10-27 07:16
TRP-00951,331304,2022-10-27 16:19
TRP-00952,313796,2022-10-27 07:57
TRP-00953,288552,2022-10-27 09:59
TRP-00954,253932,2022-10-27 06:35
TRP-00955,254199,2022-10-27 06:50
TRP-00956,232948,2022-10-27 14:06
TRP-00957,193039,2022-10-26 13:14
TRP-00958,405793,2022-10-28 18:46
TRP-00959,357815,2022-10-28 09:37
TRP-00960,314063,2022-10-28 11:28
TRP-00961,288819,2022-10-28 17:19
TRP-00962,289291,2022-10-28 16:36
TRP-00963,289903,2022-10-29 09:40
TRP-00964,254466,2022-10-28 09:32
TRP-00965,233080,2022-10-27 14:01
TRP-00966,233198,2022-10-27 08:38
TRP-00967,193651,2022-10-29 18:57
TRP-00968,179079,2022-10-28 17:02
TRP-00969,406265,2022-10-29 11:16
TRP-00970,385117,2022-10-29 09:49
TRP-00971,357933,2022-10-28 12:02
TRP-00972,331571,2022-10-29 10:03
TRP-00973,332183,2022-10-30 19:13
TRP-00974,332795,2022-10-30 16:28
TRP-00975,314535,2022-10-29 07:52
TRP-00976,290515,2022-10-30 06:52
TRP-00977,290761,2022-10-29 11:09
TRP-00978,233330,2022-10-29 09:49
TRP-00979,233462,2022-10-28 14:35
TRP-00980,385363,2022-10-30 18:30
TRP-00981,332927,2022-10-29 11:53
TRP-00982,333399,2022-10-30 09:00
TRP-00983,333666,2022-10-30 09:24
TRP-00984,333798,2022-10-29 14:58
TRP-00985,334270,2022-10-30 13:24
TRP-00986,334388,2022-10-29 13:16
TRP-00987,291007,2022-10-30 18:17
TRP-00988,269597,2022-10-30 08:41
TRP-00989,254733,2022-10-30 19:43
TRP-00990,194263,2022-10-31 08:29
TRP-00991,179551,2022-10-30 13:24
TRP-00992,334655,2022-10-31 09:17
TRP-00993,315007,2022-10-31 18:07
TRP-00994,315139,2022-10-30 07:38
TRP-00995,291274,2022-10-31 12:29
TRP-00996,255205,2022-11-01 14:59
TRP-00997,179797,2022-10-31 11:04
TRP-00998,406737,2022-11-01 13:18
TRP-00999,315611,2022-11-01 06:07
TRP-01000,291520,2022-11-01 06:05
TRP-01001,291992,2022-11-01 18:09
TRP-01002,269729,2022-10-31 11:48
TRP-01003,269975,2022-11-01 11:14
TRP-01004,255677,2022-11-01 19:38
TRP-01005,255809,2022-11-01 15:23
TRP-01006,233594,2022-11-01 14:30
TRP-01007,194509,2022-11-01 07:33
TRP-01008,180064,2022-11-01 12:05
TRP-01009,358065,2022-11-01 13:16
TRP-01010,315729,2022-11-01 13:25
TRP-01011,195121,2022-11-03 09:50
TRP-01012,195367,2022-11-02 08:14
TRP-01013,154512,2022-11-03 13:19
TRP-01014,407209,2022-11-03 10:14
TRP-01015,358332,2022-11-03 16:17
TRP-01016,334901,2022-11-03 17:49
TRP-01017,234206,2022-11-04 15:08
TRP-01018,335147,2022-11-04 17:41
TRP-01019,335414,2022-11-04 19:32
TRP-01020,315975,2022-11-04 11:43
TRP-01021,292238,2022-11-04 16:17
TRP-01022,292850,2022-11-05 18:16
TRP-01023,195499,2022-11-03 11:48
TRP-01024,180310,2022-11-04 10:49
TRP-01025,180782,2022-11-04 19:01
TRP-01026,407821,2022-11-06 09:29
TRP-01027,358944,2022-11-06 17:32
TRP-01029,316242,2022-11-05 17:47
TRP-01030,234324,2022-11-04 11:26
TRP-01031,234570,2022-11-05 11:05
TRP-01032,195617,2022-11-04 15:07
TRP-01033,155124,2022-11-06 15:49
TRP-01034,385975,2022-11-07 10:21
TRP-01035,359416,2022-11-06 13:00
TRP-01036,335886,2022-11-06 06:34
TRP-01037,336153,2022-11-06 12:22
TRP-01038,316488,2022-11-06 18:22
TRP-01039,270447,2022-11-06 19:05
TRP-01040,234837,2022-11-06 06:36
TRP-01041,235449,2022-11-07 17:03
TRP-01042,235581,2022-11-05 12:08
TRP-01043,235713,2022-11-05 15:46
TRP-01044,235845,2022-11-05 18:20
TRP-01045,195863,2022-11-06 10:44
TRP-01046,181394,2022-11-07 07:00
TRP-01047,155391,2022-11-06 07:25
TRP-01048,155863,2022-11-06 13:26
TRP-01049,156130,2022-11-06 16:38
TRP-01050,336420,2022-11-07 17:52
TRP-01051,336687,2022-11-07 17:54
TRP-01052,292982,2022-11-07 13:56
TRP-01053,293228,2022-11-07 17:21
TRP-01054,270919,2022-11-07 12:36
TRP-01055,271051,2022-11-07 08:07
TRP-01056,181640,2022-11-07 17:05
TRP-01057,156376,2022-11-07 11:20
TRP-01058,408293,2022-11-08 16:09
TRP-01059,386447,2022-11-08 11:00
TRP-01060,387059,2022-11-09 18:13
TRP-01061,387191,2022-11-07 13:30
TRP-01062,359548,2022-11-07 09:54
TRP-01063,336933,2022-11-08 13:43
TRP-01064,316755,2022-11-08 11:00
TRP-01065,256076,2022-11-08 07:46
TRP-01066,236091,2022-11-08 11:49
TRP-01067,236337,2022-11-08 08:25
TRP-01068,156848,2022-11-08 10:56
TRP-01069,408765,2022-11-09 18:03
TRP-01070,387803,2022-11-10 11:41
TRP-01071,337545,2022-11-10 11:48
TRP-01072,317001,2022-11-09 11:50
TRP-01073,317268,2022-11-09 13:35
TRP-01074,271318,2022-11-09 14:11
TRP-01075,256322,2022-11-09 15:58
TRP-01076,236604,2022-11-09 19:13
TRP-01077,196475,2022-11-10 17:38
TRP-01078,196607,2022-11-08 12:41
TRP-01079,181886,2022-11-09 17:24
TRP-01080,359815,2022-11-10 10:32
TRP-01081,337677,2022-11-09 16:59
TRP-01082,293360,2022-11-09 13:39
TRP-01083,256794,2022-11-10 11:50
TRP-01084,257040,2022-11-10 14:09
TRP-01085,257652,2022-11-11 08:36
TRP-01086,236850,2022-11-10 10:42
TRP-01087,197219,2022-11-11 08:06
TRP-01088,197465,2022-11-10 15:38
TRP-01089,157094,2022-11-10 09:24
TRP-01090,337809,2022-11-12 16:46
TRP-01091,258264,2022-11-12 08:10
TRP-01092,258396,2022-11-12 08:18
TRP-01093,258663,2022-11-11 14:52
TRP-01094,237462,2022-11-12 10:39
TRP-01095,237580,2022-11-10 18:26
TRP-01096,182132,2022-11-11 19:57
TRP-01097,388070,2022-11-12 16:14
TRP-01098,360287,2022-11-13 13:35
TRP-01099,338076,2022-11-12 15:37
TRP-01101,258781,2022-11-11 16:53
TRP-01102,197711,2022-11-12 18:20
TRP-01103,182250,2022-11-11 12:36
TRP-01104,317400,2022-11-14 06:27
TRP-01105,293972,2022-11-14 12:27
TRP-01106,294104,2022-11-14 07:49
TRP-01107,237712,2022-11-14 18:20
TRP-01108,198183,2022-11-14 11:43
TRP-01109,198429,2022-11-13 18:06
TRP-01110,182517,2022-11-13 17:43
TRP-01112,317667,2022-11-14 08:34
TRP-01113,317799,2022-11-15 15:59
TRP-01114,271450,2022-11-15 06:43
TRP-01115,259048,2022-11-14 14:51
TRP-01116,237844,2022-11-15 07:30
TRP-01117,157226,2022-11-15 08:47
TRP-01118,338343,2022-11-15 15:56
TRP-01119,318045,2022-11-15 19:06
TRP-01120,318657,2022-11-16 07:10
TRP-01121,319129,2022-11-15 06:52
TRP-01122,294371,2022-11-15 16:21
TRP-01123,259660,2022-11-16 11:01
TRP-01124,259927,2022-11-15 06:28
TRP-01125,198561,2022-11-14 06:46
TRP-01126,388316,2022-11-16 13:05
TRP-01127,260045,2022-11-15 19:23
TRP-01128,260163,2022-11-15 13:03
TRP-01129,260295,2022-11-15 18:34
TRP-01130,199033,2022-11-16 07:56
TRP-01131,182989,2022-11-16 18:12
TRP-01132,388788,2022-11-17 13:09
TRP-01133,338815,2022-11-17 18:58
TRP-01134,260541,2022-11-17 10:15
TRP-01135,199505,2022-11-17 09:58
TRP-01136,183121,2022-11-16 09:28
TRP-01137,389260,2022-11-18 17:17
TRP-01138,360899,2022-11-19 18:56
TRP-01139,319396,2022-11-18 17:33
TRP-01140,271922,2022-11-18 06:12
TRP-01141,238111,2022-11-18 18:45
TRP-01142,339061,2022-11-19 16:13
TRP-01143,339307,2022-11-19 12:51
TRP-01144,339574,2022-11-19 07:20
TRP-01145,319868,2022-11-19 09:44
TRP-01146,294617,2022-11-19 10:34
TRP-01147,272168,2022-11-19 09:56
TRP-01148,272414,2022-11-19 06:02
TRP-01149,183253,2022-11-18 13:59
TRP-01150,183371,2022-11-18 13:57
TRP-01151,157698,2022-11-19 09:10
TRP-01152,157944,2022-11-19 07:43
TRP-01153,389378,2022-11-19 18:04
TRP-01154,339841,2022-11-20 15:26
TRP-01155,340108,2022-11-20 13:35
TRP-01156,294749,2022-11-19 13:56
TRP-01157,260808,2022-11-20 11:56
TRP-01158,261054,2022-11-20 09:55
TRP-01159,238243,2022-11-19 16:04
TRP-01160,183638,2022-11-20 15:39
TRP-01161,361145,2022-11-21 15:06
TRP-01162,340240,2022-11-21 12:26
TRP-01163,295016,2022-11-21 10:36
TRP-01164,238375,2022-11-20 19:57
TRP-01165,199977,2022-11-21 07:09
TRP-01166,389850,2022-11-22 06:21
TRP-01167,361391,2022-11-22 07:47
TRP-01168,295488,2022-11-22 14:36
TRP-01169,272886,2022-11-22 08:37
TRP-01170,261172,2022-11-21 14:42
TRP-01171,238642,2022-11-22 19:24
TRP-01172,238774,2022-11-21 06:36
TRP-01173,200244,2022-11-22 06:19
TRP-01174,184110,2022-11-22 06:02
TRP-01175,158416,2022-11-23 17:16
TRP-01176,390462,2022-11-24 15:33
TRP-01177,239020,2022-11-23 14:52
TRP-01178,239152,2022-11-23 14:34
TRP-01179,200511,2022-11-23 15:06
TRP-01180,184722,2022-11-24 18:30
TRP-01181,184854,2022-11-22 19:35
TRP-01182,158888,2022-11-23 17:31
TRP-01183,361637,2022-11-24 11:42
TRP-01184,340507,2022-11-24 08:37
TRP-01185,320000,2022-11-23 19:10
TRP-01186,295960,2022-11-24 19:29
TRP-01187,296092,2022-11-24 08:38
TRP-01188,239764,2022-11-25 12:04
TRP-01189,185121,2022-11-24 19:06
TRP-01190,390708,2022-11-25 18:59
TRP-01191,340753,2022-11-25 16:50
TRP-01192,340871,2022-11-24 08:42
TRP-01193,341138,2022-11-25 15:36
TRP-01194,341405,2022-11-25 10:46
TRP-01195,296359,2022-11-25 09:26
TRP-01196,273153,2022-11-25 11:49
TRP-01197,185593,2022-11-25 07:43
TRP-01198,159155,2022-11-25 17:34
TRP-01199,361883,2022-11-26 07:46
TRP-01200,341651,2022-11-26 18:56
TRP-01201,200629,2022-11-25 07:42
TRP-01202,185839,2022-11-26 08:01
TRP-01203,186311,2022-11-26 15:29
TRP-01204,186923,2022-11-27 12:20
TRP-01205,159627,2022-11-26 12:07
TRP-01206,362150,2022-11-27 11:17
TRP-01207,342123,2022-11-27 17:37
TRP-01208,320612,2022-11-28 08:42
TRP-01209,296831,2022-11-27 09:49
TRP-01210,261304,2022-11-26 10:29
TRP-01211,239882,2022-11-26 06:21
TRP-01212,187395,2022-11-27 15:11
TRP-01213,187867,2022-11-27 15:12
TRP-01214,296963,2022-11-27 15:27
TRP-01215,200747,2022-11-27 09:41
TRP-01216,159759,2022-11-27 06:21
TRP-01217,390954,2022-11-29 15:42
TRP-01218,391200,2022-11-29 08:11
TRP-01219,273285,2022-11-28 16:24
TRP-01220,261916,2022-11-30 15:56
TRP-01221,188134,2022-11-29 08:11
TRP-01222,188380,2022-11-29 17:24
TRP-01223,188852,2022-11-29 15:42
TRP-01224,160231,2022-11-29 08:42
TRP-01225,160363,2022-11-29 06:33
TRP-01226,362282,2022-11-29 17:26
TRP-01227,342595,2022-11-30 17:36
TRP-01228,320744,2022-11-29 10:11
TRP-01229,273531,2022-11-30 17:34
TRP-01230,273663,2022-12-01 13:03
TRP-01231,262048,2022-11-29 08:37
TRP-01232,201219,2022-11-30 06:58
TRP-01233,160609,2022-11-30 12:12
TRP-01234,343067,2022-12-01 11:41
TRP-01235,320876,2022-12-01 11:48
TRP-01236,262180,2022-11-30 17:52
TRP-01237,189464,2022-12-02 13:21
TRP-01238,189936,2022-12-01 19:37
TRP-01239,391332,2022-12-01 06:23
TRP-01240,262298,2022-12-01 08:47
TRP-01241,201465,2022-12-02 06:39
TRP-01242,391599,2022-12-03 15:51
TRP-01243,297209,2022-12-03 19:32
TRP-01244,201711,2022-12-03 19:54
TRP-01245,190203,2022-12-05 14:30
TRP-01246,240128,2022-12-06 11:49
TRP-01247,321143,2022-12-07 19:39
TRP-01248,409032,2022-12-09 13:39
TRP-01249,362528,2022-12-09 18:16
TRP-01250,409299,2022-12-10 07:35
TRP-01251,409417,2022-12-09 11:50
TRP-01252,362774,2022-12-10 12:34
TRP-01253,262430,2022-12-09 12:37
TRP-01254,160855,2022-12-10 08:40
TRP-01255,201957,2022-12-11 19:24
TRP-01256,409549,2022-12-11 08:25
TRP-01257,297681,2022-12-12 16:28
TRP-01258,262676,2022-12-12 15:02
TRP-01259,160973,2022-12-11 11:08
TRP-01260,262794,2022-12-12 16:51
TRP-01261,409667,2022-12-13 08:41
TRP-01262,343199,2022-12-13 15:06
TRP-01263,297927,2022-12-14 13:55
TRP-01264,273795,2022-12-13 18:02
TRP-01265,190335,2022-12-13 12:38
TRP-01266,343671,2022-12-16 11:18
TRP-01267,343917,2022-12-16 18:02
TRP-01268,321261,2022-12-15 08:14
TRP-01269,262926,2022-12-15 08:12
TRP-01270,263398,2022-12-17 11:45
TRP-01271,240374,2022-12-18 09:43
TRP-01272,190581,2022-12-18 06:49
TRP-01273,161240,2022-12-18 09:18
TRP-01274,321528,2022-12-19 07:06
TRP-01275,409799,2022-12-20 17:25
TRP-01276,409917,2022-12-19 15:30
TRP-01277,202224,2022-12-20 10:30
TRP-01278,344049,2022-12-20 09:31
TRP-01279,321646,2022-12-20 08:15
TRP-01280,263530,2022-12-20 12:11
TRP-01281,263662,2022-12-20 11:19
TRP-01282,344295,2022-12-22 16:24
TRP-01283,264134,2022-12-23 13:40
TRP-01284,240506,2022-12-21 14:08
TRP-01285,240624,2022-12-23 07:13
TRP-01286,264380,2022-12-26 09:22
TRP-01287,202491,2022-12-26 19:17
TRP-01288,240742,2022-12-26 16:34
TRP-01289,240874,2022-12-27 18:16
TRP-01290,241141,2022-12-27 07:05
TRP-01291,190699,2022-12-26 08:32
TRP-01292,264647,2022-12-28 10:48
TRP-01293,241613,2022-12-28 11:49
TRP-01294,410035,2022-12-28 06:07
TRP-01295,344427,2022-12-28 08:45
TRP-01296,344559,2022-12-28 06:05
TRP-01297,202758,2022-12-29 08:36
TRP-01298,344691,2022-12-29 16:15
TRP-01299,344809,2022-12-29 14:40
TRP-01300,190831,2022-12-29 15:27
TRP-01301,321764,2022-12-30 14:30
TRP-01302,391845,2023-01-01 07:31
TRP-01303,241731,2022-12-31 09:03
TRP-01304,392112,2023-01-02 16:21
TRP-01305,322010,2023-01-02 16:12
TRP-01306,161712,2023-01-02 11:43
TRP-01307,410167,2023-01-02 18:08
TRP-01308,322277,2023-01-03 12:14
TRP-01309,203230,2023-01-04 06:20
TRP-01310,161844,2023-01-04 07:06
TRP-01311,392358,2023-01-06 13:01
TRP-01312,298059,2023-01-06 16:27
TRP-01313,298305,2023-01-07 16:04
TRP-01314,264914,2023-01-07 10:00
TRP-01315,265181,2023-01-08 18:45
TRP-01316,392604,2023-01-09 11:09
TRP-01317,298572,2023-01-09 09:25
TRP-01318,203348,2023-01-08 14:01
TRP-01319,162316,2023-01-09 18:39
TRP-01320,410639,2023-01-10 09:15
TRP-01321,345076,2023-01-10 19:02
TRP-01322,242203,2023-01-10 09:26
TRP-01323,274041,2023-01-11 10:17
TRP-01324,265299,2023-01-10 16:09
TRP-01325,410771,2023-01-11 08:45
TRP-01326,322523,2023-01-13 14:57
TRP-01327,298690,2023-01-12 18:13
TRP-01328,265771,2023-01-13 11:39
TRP-01329,242321,2023-01-12 18:34
TRP-01330,392850,2023-01-14 10:06
TRP-01331,322995,2023-01-14 10:12
TRP-01332,242588,2023-01-15 08:46
TRP-01333,410903,2023-01-15 16:55
TRP-01334,266017,2023-01-16 11:27
TRP-01335,323127,2023-01-16 10:30
TRP-01336,191098,2023-01-17 12:04
