trip_id,date_departure,date_arrival,truck_id,driver_id,client_id,route_id,origin_city,destination_city,distance_km,route_type,cargo_type,cargo_tons_actual,load_factor_pct,delay_hours,status
TRP-01332,2023-01-29,2023-01-29,TRK-11,DRV-11,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,25.56,104.3,0.8,completed
TRP-01333,2023-01-29,2023-01-30,TRK-12,DRV-12,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,22.25,89.0,0.6,completed
TRP-01334,2023-01-30,2023-01-31,TRK-06,DRV-06,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,21.95,93.4,1.1,completed
TRP-01335,2023-01-31,2023-02-01,TRK-04,DRV-04,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,17.93,74.7,1.6,completed
TRP-01336,2023-01-31,2023-02-01,TRK-05,DRV-05,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,23.47,95.8,1.7,completed
TRP-01337,2023-01-31,2023-02-01,TRK-07,DRV-07,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,22.70,94.6,0.3,completed
TRP-01338,2023-02-01,2023-02-02,TRK-12,DRV-12,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,22.84,91.4,0.0,completed
TRP-01339,2023-02-02,2023-02-03,TRK-04,DRV-04,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,17.38,72.4,1.2,completed
TRP-01340,2023-02-02,2023-02-03,TRK-10,DRV-10,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,19.67,81.9,1.0,completed
TRP-01341,2023-02-03,2023-02-03,TRK-03,DRV-03,CLT-04,RTE-04,Миколаїв,Одеса,132,local,sunflower,19.41,90.3,1.0,completed
TRP-01342,2023-02-03,2023-02-04,TRK-08,DRV-08,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,24.11,96.4,1.7,completed
TRP-01343,2023-02-03,2023-02-03,TRK-08,DRV-08,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,21.38,85.5,0.6,completed
TRP-01344,2023-02-03,2023-02-04,TRK-11,DRV-11,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,20.32,82.9,0.8,completed
TRP-01345,2023-02-05,2023-02-05,TRK-07,DRV-07,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,21.95,91.5,0.0,completed
TRP-01346,2023-02-05,2023-02-05,TRK-07,DRV-07,CLT-04,RTE-04,Миколаїв,Одеса,132,local,corn,25.67,107.0,0.4,completed
TRP-01347,2023-02-05,2023-02-06,TRK-08,DRV-08,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,20.49,82.0,0.2,completed
TRP-01348,2023-02-05,2023-02-05,TRK-09,DRV-09,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,26.94,107.8,0.4,completed
TRP-01349,2023-02-06,2023-02-06,TRK-04,DRV-04,CLT-04,RTE-04,Миколаїв,Одеса,132,local,sunflower,26.01,108.4,1.4,completed
TRP-01350,2023-02-06,2023-02-07,TRK-08,DRV-08,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,23.90,95.6,0.4,completed
TRP-01351,2023-02-06,2023-02-06,TRK-11,DRV-11,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,22.96,93.7,0.7,completed
TRP-01352,2023-02-06,2023-02-07,TRK-12,DRV-12,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,23.74,95.0,1.5,completed
TRP-01353,2023-02-07,2023-02-08,TRK-01,DRV-01,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,20.00,90.9,0.0,completed
TRP-01354,2023-02-07,2023-02-08,TRK-04,DRV-04,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,17.22,71.7,0.2,completed
TRP-01355,2023-02-07,2023-02-08,TRK-05,DRV-05,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,21.93,89.5,0.1,completed
TRP-01356,2023-02-07,2023-02-07,TRK-07,DRV-07,CLT-04,RTE-04,Миколаїв,Одеса,132,local,sunflower,25.93,108.0,1.3,completed
TRP-01357,2023-02-07,2023-02-08,TRK-10,DRV-10,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,17.08,71.2,0.9,completed
TRP-01358,2023-02-08,2023-02-09,TRK-07,DRV-09,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,21.63,90.1,0.7,completed
TRP-01359,2023-02-08,2023-02-09,TRK-09,DRV-09,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,23.48,93.9,1.4,completed
TRP-01360,2023-02-08,2023-02-08,TRK-11,DRV-11,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,25.70,104.9,1.4,completed
TRP-01361,2023-02-08,2023-02-09,TRK-11,DRV-11,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,21.68,88.5,1.6,completed
TRP-01362,2023-02-08,2023-02-08,TRK-12,DRV-12,CLT-04,RTE-04,Миколаїв,Одеса,132,local,sunflower,24.09,96.4,1.6,completed
TRP-01363,2023-02-09,2023-02-10,TRK-04,DRV-04,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,22.07,92.0,1.7,completed
TRP-01364,2023-02-09,2023-02-10,TRK-09,DRV-09,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,21.91,87.6,1.5,completed
TRP-01365,2023-02-09,2023-02-10,TRK-12,DRV-12,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,23.13,92.5,1.4,completed
TRP-01366,2023-02-10,2023-02-11,TRK-09,DRV-09,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,22.82,91.3,1.3,completed
TRP-01367,2023-02-12,2023-02-13,TRK-11,DRV-11,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,23.19,94.7,1.2,completed
TRP-01368,2023-02-12,2023-02-13,TRK-11,DRV-11,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,22.35,91.2,17.3,delayed
TRP-01369,2023-02-13,2023-02-14,TRK-04,DRV-04,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,16.42,68.4,1.6,completed
TRP-01370,2023-02-13,2023-02-13,TRK-07,DRV-07,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,23.81,99.2,0.5,completed
TRP-01371,2023-02-13,2023-02-13,TRK-09,DRV-09,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,28.80,115.2,1.1,cancelled
TRP-01372,2023-02-14,2023-02-15,TRK-08,DRV-08,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,23.74,95.0,0.5,completed
TRP-01373,2023-02-15,2023-02-16,TRK-08,DRV-08,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,23.80,95.2,0.3,completed
TRP-01374,2023-02-15,2023-02-16,TRK-09,DRV-09,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,20.74,82.9,0.1,completed
TRP-01375,2023-02-16,2023-02-17,TRK-11,DRV-04,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,21.59,88.1,0.5,completed
TRP-01376,2023-02-16,2023-02-18,TRK-12,DRV-12,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,22.79,91.2,26.8,delayed
TRP-01377,2023-02-19,2023-02-20,TRK-06,DRV-06,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,21.07,89.7,0.8,completed
TRP-01378,2023-02-19,2023-02-19,TRK-07,DRV-07,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,23.73,98.9,0.6,completed
TRP-01379,2023-02-19,2023-02-19,TRK-12,DRV-12,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,26.22,104.9,1.6,completed
TRP-01380,2023-02-21,2023-02-21,TRK-07,DRV-07,CLT-04,RTE-04,Миколаїв,Одеса,132,local,sunflower,23.25,96.9,0.9,completed
TRP-01381,2023-02-21,2023-02-22,TRK-11,DRV-11,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,20.28,82.8,0.1,completed
TRP-01382,2023-02-22,2023-02-22,TRK-05,DRV-05,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,25.63,104.6,0.7,completed
TRP-01383,2023-02-22,2023-02-23,TRK-06,DRV-06,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,18.51,78.8,0.0,completed
TRP-01384,2023-02-25,2023-02-25,TRK-01,DRV-01,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,19.79,90.0,0.2,completed
TRP-01385,2023-02-25,2023-02-26,TRK-04,DRV-04,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,18.87,78.6,1.5,completed
TRP-01386,2023-02-25,2023-02-26,TRK-06,DRV-06,CLT-06,RTE-06,Вінниця,Київ,267,highway,sunflower,19.20,81.7,1.5,completed
TRP-01387,2023-02-25,2023-02-26,TRK-12,DRV-12,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,24.13,96.5,0.4,completed
TRP-01388,2023-02-26,2023-02-26,TRK-05,DRV-05,CLT-04,RTE-04,Миколаїв,Одеса,132,local,sunflower,22.11,90.2,1.5,completed
TRP-01389,2023-02-26,2023-02-27,TRK-06,DRV-06,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,23.24,98.9,0.0,completed
TRP-01390,2023-02-27,2023-02-27,TRK-05,DRV-05,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,21.59,88.1,0.6,completed
TRP-01391,2023-02-27,2023-02-27,TRK-10,DRV-10,CLT-04,RTE-04,Миколаїв,Одеса,132,local,sunflower,25.03,104.3,0.4,completed
TRP-01392,2023-02-28,2023-03-01,TRK-02,DRV-02,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,20.49,89.1,0.2,completed
TRP-01393,2023-02-28,2023-03-01,TRK-05,DRV-05,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,17.15,70.0,0.3,completed
TRP-01394,2023-03-01,2023-03-03,TRK-01,DRV-01,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,sunflower,20.21,91.9,1.6,completed
TRP-01395,2023-03-01,2023-03-02,TRK-04,DRV-04,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,22.43,93.5,1.1,completed
TRP-01396,2023-03-01,2023-03-01,TRK-05,DRV-05,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,21.82,89.1,1.2,completed
TRP-01397,2023-03-01,2023-03-03,TRK-06,DRV-06,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,corn,22.61,96.2,1.3,completed
TRP-01398,2023-03-01,2023-03-03,TRK-06,DRV-06,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,sunflower,20.71,88.1,1.3,completed
TRP-01399,2023-03-01,2023-03-02,TRK-08,DRV-08,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,23.76,95.0,0.0,completed
TRP-01400,2023-03-01,2023-03-02,TRK-08,DRV-08,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,22.88,91.5,0.2,completed
TRP-01401,2023-03-01,2023-03-02,TRK-11,DRV-11,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,21.59,88.1,15.7,delayed
TRP-01402,2023-03-02,2023-03-02,TRK-06,DRV-06,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,16.94,72.1,1.0,completed
TRP-01403,2023-03-02,2023-03-03,TRK-06,DRV-04,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,20.71,88.1,1.0,completed
TRP-01404,2023-03-02,2023-03-03,TRK-08,DRV-08,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,20.48,81.9,1.6,completed
TRP-01405,2023-03-02,2023-03-02,TRK-08,DRV-08,CLT-04,RTE-04,Миколаїв,Одеса,132,local,corn,22.85,91.4,1.3,completed
TRP-01406,2023-03-02,2023-03-02,TRK-08,DRV-08,CLT-04,RTE-04,Миколаїв,Одеса,132,local,corn,22.84,91.4,0.7,completed
TRP-01407,2023-03-02,2023-03-03,TRK-12,DRV-12,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,19.83,79.3,1.7,completed
TRP-01408,2023-03-03,2023-03-03,TRK-03,DRV-03,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,20.01,93.1,1.9,cancelled
TRP-01409,2023-03-03,2023-03-04,TRK-04,DRV-04,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,17.79,74.1,1.0,completed
TRP-01410,2023-03-03,2023-03-04,TRK-04,DRV-04,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,22.05,91.9,1.3,completed
TRP-01411,2023-03-03,2023-03-05,TRK-08,DRV-08,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,sunflower,23.76,95.1,1.2,completed
TRP-01412,2023-03-03,2023-03-04,TRK-10,DRV-10,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,22.22,92.6,0.7,completed
TRP-01413,2023-03-04,2023-03-04,TRK-01,DRV-01,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,22.97,104.4,0.6,completed
TRP-01414,2023-03-04,2023-03-04,TRK-03,DRV-03,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,21.68,100.8,0.1,completed
TRP-01415,2023-03-04,2023-03-05,TRK-05,DRV-05,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,23.04,94.0,0.5,completed
TRP-01416,2023-03-04,2023-03-04,TRK-07,DRV-07,CLT-04,RTE-04,Миколаїв,Одеса,132,local,corn,16.99,70.8,0.6,completed
TRP-01417,2023-03-04,2023-03-05,TRK-08,DRV-08,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,21.88,87.5,1.5,completed
TRP-01418,2023-03-04,2023-03-04,TRK-10,DRV-10,CLT-04,RTE-04,Миколаїв,Одеса,132,local,corn,21.52,89.7,1.6,completed
TRP-01419,2023-03-04,2023-03-06,TRK-11,DRV-07,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,sunflower,24.65,100.6,1.5,completed
TRP-01420,2023-03-04,2023-03-05,TRK-11,DRV-11,CLT-06,RTE-06,Вінниця,Київ,267,highway,sunflower,21.53,87.9,5.3,delayed
TRP-01421,2023-03-05,2023-03-06,TRK-05,DRV-01,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,22.66,92.5,1.2,completed
TRP-01422,2023-03-05,2023-03-05,TRK-06,DRV-06,CLT-04,RTE-04,Миколаїв,Одеса,132,local,sunflower,20.02,85.2,0.8,completed
TRP-01423,2023-03-05,2023-03-06,TRK-08,DRV-08,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,22.32,89.3,0.8,completed
TRP-01424,2023-03-05,2023-03-05,TRK-12,DRV-12,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,22.88,91.5,0.3,completed
TRP-01425,2023-03-06,2023-03-06,TRK-01,DRV-01,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,21.42,97.4,1.4,completed
TRP-01426,2023-03-06,2023-03-08,TRK-02,DRV-02,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,sunflower,20.01,87.0,0.3,completed
TRP-01427,2023-03-06,2023-03-07,TRK-02,DRV-02,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,22.12,96.2,0.7,completed
TRP-01428,2023-03-06,2023-03-07,TRK-02,DRV-02,CLT-06,RTE-06,Вінниця,Київ,267,highway,sunflower,22.60,98.3,1.7,completed
TRP-01429,2023-03-06,2023-03-07,TRK-03,DRV-03,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,18.60,86.5,0.8,completed
TRP-01430,2023-03-06,2023-03-06,TRK-05,DRV-05,CLT-04,RTE-04,Миколаїв,Одеса,132,local,corn,26.60,108.6,0.1,completed
TRP-01431,2023-03-06,2023-03-07,TRK-05,DRV-05,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,23.80,97.1,0.8,completed
TRP-01432,2023-03-06,2023-03-06,TRK-06,DRV-06,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,24.41,103.9,0.8,completed
TRP-01433,2023-03-06,2023-03-08,TRK-06,DRV-06,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,corn,22.58,96.1,1.4,completed
TRP-01434,2023-03-06,2023-03-08,TRK-12,DRV-07,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,sunflower,21.91,87.7,13.1,delayed
TRP-01435,2023-03-07,2023-03-08,TRK-01,DRV-01,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,20.20,91.8,0.4,completed
TRP-01436,2023-03-07,2023-03-08,TRK-02,DRV-02,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,21.18,92.1,1.0,completed
TRP-01437,2023-03-07,2023-03-08,TRK-03,DRV-03,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,16.64,77.4,1.7,completed
TRP-01438,2023-03-07,2023-03-08,TRK-06,DRV-06,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,19.98,85.0,1.7,completed
TRP-01439,2023-03-07,2023-03-08,TRK-07,DRV-07,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,21.61,90.0,1.2,completed
TRP-01440,2023-03-07,2023-03-09,TRK-08,DRV-08,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,sunflower,22.65,90.6,1.7,completed
TRP-01441,2023-03-07,2023-03-08,TRK-11,DRV-11,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,22.47,91.7,0.8,completed
TRP-01442,2023-03-08,2023-03-09,TRK-01,DRV-01,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,21.20,96.4,1.1,completed
TRP-01443,2023-03-08,2023-03-09,TRK-02,DRV-01,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,20.89,90.8,0.9,completed
TRP-01444,2023-03-08,2023-03-09,TRK-04,DRV-04,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,21.09,87.9,0.2,completed
TRP-01445,2023-03-08,2023-03-09,TRK-04,DRV-04,CLT-06,RTE-06,Вінниця,Київ,267,highway,sunflower,20.22,84.3,0.5,completed
TRP-01446,2023-03-08,2023-03-09,TRK-06,DRV-06,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,21.42,91.2,0.2,completed
TRP-01447,2023-03-08,2023-03-09,TRK-07,DRV-07,CLT-06,RTE-06,Вінниця,Київ,267,highway,sunflower,21.85,91.1,0.1,completed
TRP-01448,2023-03-09,2023-03-10,TRK-01,DRV-01,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,20.27,92.1,1.6,completed
TRP-01449,2023-03-09,2023-03-10,TRK-05,DRV-01,CLT-06,RTE-06,Вінниця,Київ,267,highway,sunflower,24.33,99.3,0.3,completed
TRP-01450,2023-03-09,2023-03-11,TRK-06,DRV-06,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,sunflower,21.38,91.0,0.2,completed
TRP-01451,2023-03-09,2023-03-09,TRK-08,DRV-08,CLT-04,RTE-04,Миколаїв,Одеса,132,local,corn,26.92,107.7,0.5,completed
TRP-01452,2023-03-09,2023-03-10,TRK-10,DRV-10,CLT-06,RTE-06,Вінниця,Київ,267,highway,sunflower,21.51,89.6,1.6,completed
TRP-01453,2023-03-09,2023-03-09,TRK-11,DRV-11,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,27.15,110.8,1.5,completed
TRP-01454,2023-03-10,2023-03-11,TRK-02,DRV-02,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,21.67,94.2,1.3,completed
TRP-01455,2023-03-10,2023-03-12,TRK-03,DRV-03,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,corn,20.11,93.5,1.6,completed
TRP-01456,2023-03-10,2023-03-11,TRK-04,DRV-04,CLT-04,RTE-04,Миколаїв,Одеса,132,local,sunflower,19.85,82.7,17.0,delayed
TRP-01457,2023-03-10,2023-03-12,TRK-06,DRV-06,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,corn,19.50,83.0,1.5,completed
TRP-01458,2023-03-10,2023-03-11,TRK-11,DRV-11,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,22.48,91.7,0.1,completed
TRP-01459,2023-03-11,2023-03-11,TRK-03,DRV-03,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,19.30,89.8,1.2,completed
TRP-01460,2023-03-11,2023-03-11,TRK-09,DRV-09,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,23.95,95.8,1.1,completed
TRP-01461,2023-03-11,2023-03-12,TRK-10,DRV-10,CLT-06,RTE-06,Вінниця,Київ,267,highway,sunflower,16.36,68.2,0.5,completed
TRP-01462,2023-03-12,2023-03-13,TRK-01,DRV-01,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,18.19,82.7,1.0,completed
TRP-01463,2023-03-12,2023-03-12,TRK-06,DRV-06,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,22.30,94.9,0.8,completed
TRP-01464,2023-03-12,2023-03-14,TRK-10,DRV-10,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,corn,22.09,92.0,0.8,completed
TRP-01465,2023-03-13,2023-03-13,TRK-01,DRV-01,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,23.95,108.9,0.9,completed
TRP-01466,2023-03-13,2023-03-14,TRK-02,DRV-02,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,21.30,92.6,9.4,delayed
TRP-01467,2023-03-13,2023-03-14,TRK-05,DRV-05,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,20.36,83.1,0.9,completed
TRP-01468,2023-03-13,2023-03-15,TRK-05,DRV-05,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,corn,22.19,90.6,1.7,completed
TRP-01469,2023-03-13,2023-03-13,TRK-06,DRV-06,CLT-04,RTE-04,Миколаїв,Одеса,132,local,corn,26.06,110.9,1.6,completed
TRP-01470,2023-03-13,2023-03-14,TRK-07,DRV-07,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,22.20,92.5,1.0,completed
TRP-01471,2023-03-13,2023-03-13,TRK-09,DRV-09,CLT-04,RTE-04,Миколаїв,Одеса,132,local,sunflower,22.93,91.7,1.7,completed
TRP-01472,2023-03-13,2023-03-14,TRK-10,DRV-10,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,16.52,68.8,0.4,completed
TRP-01473,2023-03-14,2023-03-15,TRK-03,DRV-03,CLT-04,RTE-04,Миколаїв,Одеса,132,local,corn,22.14,103.0,8.1,delayed
TRP-01474,2023-03-14,2023-03-15,TRK-08,DRV-08,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,24.44,97.8,10.1,delayed
TRP-01475,2023-03-14,2023-03-15,TRK-08,DRV-08,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,21.82,87.3,0.1,completed
TRP-01476,2023-03-14,2023-03-16,TRK-09,DRV-09,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,sunflower,22.96,91.8,1.3,completed
TRP-01477,2023-03-14,2023-03-15,TRK-10,DRV-10,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,21.87,91.1,0.1,completed
TRP-01478,2023-03-15,2023-03-17,TRK-01,DRV-01,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,corn,20.29,92.2,1.1,completed
TRP-01479,2023-03-15,2023-03-17,TRK-05,DRV-05,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,corn,22.37,91.3,1.3,completed
TRP-01480,2023-03-15,2023-03-16,TRK-11,DRV-11,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,23.61,96.4,0.5,completed
TRP-01481,2023-03-16,2023-03-16,TRK-01,DRV-01,CLT-04,RTE-04,Миколаїв,Одеса,132,local,corn,21.72,98.7,0.1,completed
TRP-01482,2023-03-16,2023-03-17,TRK-02,DRV-02,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,21.73,94.5,0.9,completed
TRP-01483,2023-03-16,2023-03-17,TRK-06,DRV-06,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,23.40,99.6,2.8,delayed
TRP-01484,2023-03-16,2023-03-17,TRK-06,DRV-06,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,21.97,93.5,1.2,completed
TRP-01485,2023-03-16,2023-03-17,TRK-06,DRV-06,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,21.48,91.4,0.2,completed
TRP-01486,2023-03-16,2023-03-17,TRK-10,DRV-10,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,21.90,91.3,0.3,completed
TRP-01487,2023-03-16,2023-03-17,TRK-11,DRV-11,CLT-06,RTE-06,Вінниця,Київ,267,highway,sunflower,23.28,95.0,0.6,completed
TRP-01488,2023-03-17,2023-03-18,TRK-04,DRV-04,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,21.40,89.1,3.2,delayed
TRP-01489,2023-03-17,2023-03-18,TRK-05,DRV-05,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,22.17,90.5,0.2,completed
TRP-01490,2023-03-17,2023-03-18,TRK-07,DRV-07,CLT-06,RTE-06,Вінниця,Київ,267,highway,sunflower,23.61,98.4,0.3,completed
TRP-01491,2023-03-17,2023-03-18,TRK-09,DRV-09,CLT-06,RTE-06,Вінниця,Київ,267,highway,sunflower,17.82,71.3,0.7,completed
TRP-01492,2023-03-18,2023-03-19,TRK-01,DRV-01,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,21.52,97.8,1.6,completed
TRP-01493,2023-03-18,2023-03-19,TRK-06,DRV-06,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,22.96,97.7,0.5,completed
TRP-01494,2023-03-18,2023-03-19,TRK-06,DRV-06,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,20.96,89.2,0.5,completed
TRP-01495,2023-03-18,2023-03-19,TRK-11,DRV-11,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,19.61,80.0,0.6,completed
TRP-01496,2023-03-18,2023-03-18,TRK-12,DRV-12,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,25.82,103.3,0.1,completed
TRP-01497,2023-03-18,2023-03-18,TRK-12,DRV-12,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,22.86,91.4,1.4,completed
TRP-01498,2023-03-19,2023-03-20,TRK-01,DRV-01,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,16.79,76.3,1.4,completed
TRP-01499,2023-03-19,2023-03-20,TRK-03,DRV-03,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,20.02,93.1,0.5,completed
TRP-01500,2023-03-19,2023-03-20,TRK-03,DRV-03,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,19.89,92.5,0.2,completed
TRP-01501,2023-03-19,2023-03-21,TRK-03,DRV-03,CLT-04,RTE-04,Миколаїв,Одеса,132,local,sunflower,20.28,94.3,24.7,delayed
TRP-01502,2023-03-19,2023-03-20,TRK-05,DRV-05,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,21.38,87.3,1.2,completed
TRP-01503,2023-03-19,2023-03-20,TRK-05,DRV-05,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,21.90,89.4,0.5,completed
TRP-01504,2023-03-19,2023-03-19,TRK-07,DRV-07,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,24.59,102.5,0.1,completed
